userid,movieid,ratings,timestamp,titles,genres
1228,2561,3,977023640,True Crime (1999),Crime|Thriller
1228,3360,5,975353574,Hoosiers (1986),Drama
1229,306,3,974836843,Three Colors: Red (1994),Drama
1229,162,5,974836917,Crumb (1994),Documentary
1229,309,4,974836780,"Red Firecracker, Green Firecracker (1994)",Drama
1230,3510,4,974837215,Frequency (2000),Drama|Thriller
1230,1909,4,974842044,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1230,1762,3,974837559,Deep Rising (1998),Action|Horror|Sci-Fi
1231,2571,5,974919841,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1231,110,5,974837361,Braveheart (1995),Action|Drama|War
1231,1912,4,974837519,Out of Sight (1998),Action|Crime|Romance
1232,318,5,974836083,"Shawshank Redemption, The (1994)",Drama
1232,1784,4,974837280,As Good As It Gets (1997),Comedy|Drama
1232,25,5,974836171,Leaving Las Vegas (1995),Drama|Romance
1233,11,3,974835521,"American President, The (1995)",Comedy|Drama|Romance
1233,3535,4,974835521,American Psycho (2000),Comedy|Horror|Thriller
1233,2571,5,974835655,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1234,3865,4,974842743,"Original Kings of Comedy, The (2000)",Comedy|Documentary
1234,1196,5,974842841,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1234,1198,5,974842841,Raiders of the Lost Ark (1981),Action|Adventure
1235,1721,5,974833153,Titanic (1997),Drama|Romance
1235,1735,4,974834019,Great Expectations (1998),Drama|Romance
1235,3186,4,974833829,"Girl, Interrupted (1999)",Drama
1236,2000,4,974833208,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1236,2194,4,974833208,"Untouchables, The (1987)",Action|Crime|Drama
1236,1200,3,974833307,Aliens (1986),Action|Sci-Fi|Thriller|War
1237,1092,5,974832612,Basic Instinct (1992),Mystery|Thriller
1237,3499,4,974833136,Misery (1990),Horror
1237,480,4,974832587,Jurassic Park (1993),Action|Adventure|Sci-Fi
1238,2396,3,974833744,Shakespeare in Love (1998),Comedy|Romance
1238,2700,2,974833792,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1238,2710,3,974833297,"Blair Witch Project, The (1999)",Horror
1239,2321,5,974833028,Pleasantville (1998),Comedy
1239,2391,4,974832902,"Simple Plan, A (1998)",Crime|Thriller
1239,1594,4,974832512,In the Company of Men (1997),Drama
1240,3534,3,974842591,28 Days (2000),Comedy
1240,3326,3,974840827,What Planet Are You From? (2000),Comedy|Sci-Fi
1240,3511,2,974842080,Ready to Rumble (2000),Comedy
1241,3511,1,974861042,Ready to Rumble (2000),Comedy
1241,2396,3,974832591,Shakespeare in Love (1998),Comedy|Romance
1241,125,5,974832815,Flirting With Disaster (1996),Comedy
1242,3349,5,975349082,"Perils of Pauline, The (1947)",Comedy
1242,141,2,976306982,"Birdcage, The (1996)",Comedy
1242,1747,2,975347558,Wag the Dog (1997),Comedy|Drama
1243,165,3,999642423,Die Hard: With a Vengeance (1995),Action|Thriller
1243,2723,3,978996421,Mystery Men (1999),Action|Adventure|Comedy
1243,3524,4,994720331,Arthur (1981),Comedy|Romance
1244,2568,1,975340838,"Mod Squad, The (1999)",Action|Crime
1244,1769,3,975340362,"Replacement Killers, The (1998)",Action|Thriller
1244,300,5,974830615,Quiz Show (1994),Drama
1245,3354,3,974829534,Mission to Mars (2000),Sci-Fi
1245,32,4,974829656,Twelve Monkeys (1995),Drama|Sci-Fi
1245,2571,5,974829609,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1246,1753,3,975071539,Half Baked (1998),Comedy
1246,1754,4,975929117,Fallen (1998),Action|Mystery|Thriller
1246,141,4,975071943,"Birdcage, The (1996)",Comedy
1247,3863,3,974829275,"Cell, The (2000)",Sci-Fi|Thriller
1247,1337,4,974829079,"Body Snatcher, The (1945)",Horror
1247,2398,4,974829142,Miracle on 34th Street (1947),Drama
1248,164,3,975625219,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
1248,1923,5,974829878,There's Something About Mary (1998),Comedy
1248,170,3,975625474,Hackers (1995),Action|Crime|Thriller
1249,1584,4,974828625,Contact (1997),Drama|Sci-Fi
1249,2571,3,974828599,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1249,340,3,974828438,"War, The (1994)",Adventure|Drama
1250,3897,5,974840491,Almost Famous (2000),Comedy|Drama
1250,3783,5,974840491,Croupier (1998),Crime|Drama
1250,3911,5,974840862,Best in Show (2000),Comedy
1251,2723,3,974991511,Mystery Men (1999),Action|Adventure|Comedy
1251,2572,2,974991258,10 Things I Hate About You (1999),Comedy|Romance
1251,2716,4,974991439,Ghostbusters (1984),Comedy|Horror
1252,318,4,976475701,"Shawshank Redemption, The (1994)",Drama
1252,2730,5,981131551,Barry Lyndon (1975),Drama
1252,3534,4,976474334,28 Days (2000),Comedy
1253,1914,4,974825134,Smoke Signals (1998),Comedy|Drama
1253,1734,2,974824888,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1253,1747,2,974825035,Wag the Dog (1997),Comedy|Drama
1254,1721,5,974823166,Titanic (1997),Drama|Romance
1254,1722,4,974823297,Tomorrow Never Dies (1997),Action|Romance|Thriller
1254,1733,4,974822979,Afterglow (1997),Drama|Romance
1255,3510,4,974822665,Frequency (2000),Drama|Thriller
1255,1734,4,974824492,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1255,2710,4,974822127,"Blair Witch Project, The (1999)",Horror
1256,678,5,1022011371,Some Folks Call It a Sling Blade (1993),Drama|Thriller
1256,111,5,1022011217,Taxi Driver (1976),Drama|Thriller
1256,1358,5,1022011405,Sling Blade (1996),Drama|Thriller
1257,1917,4,975209338,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1257,153,1,975209448,Batman Forever (1995),Action|Adventure|Comedy|Crime
1257,1580,3,975209269,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1258,50,4,974821767,"Usual Suspects, The (1995)",Crime|Thriller
1258,2367,2,974821231,King Kong (1976),Action|Adventure|Horror
1258,2524,2,974821275,"Towering Inferno, The (1974)",Action|Drama
1259,1974,5,974820598,Friday the 13th (1980),Horror
1259,1973,3,974820916,Freddy's Dead: The Final Nightmare (1991),Horror
1259,1972,2,974820969,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1260,2571,4,974926934,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1260,164,4,976137393,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
1260,300,3,992267528,Quiz Show (1994),Drama
1261,2700,4,974822540,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1261,3513,4,974821789,Rules of Engagement (2000),Drama|Thriller
1261,2706,1,974820825,American Pie (1999),Comedy
1262,161,3,974820767,Crimson Tide (1995),Drama|Thriller|War
1262,3510,4,974821912,Frequency (2000),Drama|Thriller
1262,3513,3,974821934,Rules of Engagement (2000),Drama|Thriller
1263,2713,1,974921258,Lake Placid (1999),Horror|Thriller
1263,3515,4,974840676,Me Myself I (2000),Comedy
1263,2712,2,974921134,Eyes Wide Shut (1999),Drama
1264,150,4,974824219,Apollo 13 (1995),Drama
1264,3362,4,974820110,Dog Day Afternoon (1975),Comedy|Crime|Drama
1264,3505,4,974821319,No Way Out (1987),Thriller
1265,1767,3,1011800964,Music From Another Room (1998),Drama|Romance
1265,2567,2,1011717020,EDtv (1999),Comedy
1265,1909,2,1012103427,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1266,154,4,1012055070,Belle de jour (1967),Drama
1266,157,1,997621916,Canadian Bacon (1994),Comedy|War
1266,150,5,978744176,Apollo 13 (1995),Drama
1267,3535,3,975508167,American Psycho (2000),Comedy|Horror|Thriller
1267,1931,4,974827399,Mutiny on the Bounty (1935),Adventure
1267,3545,4,974829085,Cabaret (1972),Musical|War
1268,2599,5,974834431,Election (1999),Comedy
1268,162,5,974818786,Crumb (1994),Documentary
1268,2583,5,974818700,Cookie's Fortune (1999),Mystery
1269,3543,5,974815224,Diner (1982),Comedy|Drama
1269,2716,5,974815300,Ghostbusters (1984),Comedy|Horror
1269,2723,4,974815403,Mystery Men (1999),Action|Adventure|Comedy
1270,3190,1,974814990,Supernova (2000),Adventure|Sci-Fi
1270,3354,2,974814979,Mission to Mars (2000),Sci-Fi
1270,3357,4,974814911,East-West (Est-ouest) (1999),Drama|Romance
1271,1784,4,974815642,As Good As It Gets (1997),Comedy|Drama
1271,3510,4,974816758,Frequency (2000),Drama|Thriller
1271,1912,5,974815747,Out of Sight (1998),Action|Crime|Romance
1272,1721,1,974817985,Titanic (1997),Drama|Romance
1272,2549,1,974815072,Wing Commander (1999),Action|Sci-Fi
1272,2396,5,974815692,Shakespeare in Love (1998),Comedy|Romance
1273,3363,4,974814870,American Graffiti (1973),Comedy|Drama
1273,1916,1,974815824,Buffalo 66 (1998),Action|Comedy|Drama
1273,1914,3,974815985,Smoke Signals (1998),Comedy|Drama
1274,3350,5,1031910928,"Raisin in the Sun, A (1961)",Drama
1274,2550,4,1025893588,"Haunting, The (1963)",Horror|Thriller
1274,3359,4,976706605,Breaking Away (1979),Drama
1275,1960,5,974807945,"Last Emperor, The (1987)",Drama|War
1275,1927,5,974807945,All Quiet on the Western Front (1930),War
1275,2739,5,974807763,"Color Purple, The (1985)",Drama
1276,2700,5,974798643,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1276,2716,4,974798690,Ghostbusters (1984),Comedy|Horror
1276,3363,5,974798690,American Graffiti (1973),Comedy|Drama
1277,3363,3,974797544,American Graffiti (1973),Comedy|Drama
1277,2710,5,974798054,"Blair Witch Project, The (1999)",Horror
1277,2716,2,974797732,Ghostbusters (1984),Comedy|Horror
1278,2936,4,974795252,Sullivan's Travels (1942),Comedy
1278,50,5,974795417,"Usual Suspects, The (1995)",Crime|Thriller
1278,367,4,974794822,"Mask, The (1994)",Comedy|Crime|Fantasy
1279,2712,3,974853872,Eyes Wide Shut (1999),Drama
1279,2711,2,974852248,My Life So Far (1999),Drama
1279,2708,2,974852311,"Autumn Tale, An (Conte d'automne) (1998)",Romance
1280,1721,5,974792960,Titanic (1997),Drama|Romance
1280,2907,1,1004125012,Superstar (1999),Comedy
1280,2581,2,1004124922,Never Been Kissed (1999),Comedy|Romance
1281,1784,3,974793658,As Good As It Gets (1997),Comedy|Drama
1281,1947,3,974794302,West Side Story (1961),Musical|Romance
1281,318,4,974793406,"Shawshank Redemption, The (1994)",Drama
1282,1721,5,974791580,Titanic (1997),Drama|Romance
1282,110,3,974791801,Braveheart (1995),Action|Drama|War
1282,2531,3,974791481,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1283,1907,3,974794482,Mulan (1998),Animation|Children's
1283,2396,5,974793857,Shakespeare in Love (1998),Comedy|Romance
1283,110,5,974793585,Braveheart (1995),Action|Drama|War
1284,1752,3,974842922,Hard Rain (1998),Action|Thriller
1284,3358,3,974839597,Defending Your Life (1991),Comedy|Romance
1284,1754,4,974842427,Fallen (1998),Action|Mystery|Thriller
1285,150,5,974791958,Apollo 13 (1995),Drama
1285,2567,3,974876186,EDtv (1999),Comedy
1285,1909,3,974833542,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1286,3365,5,974791250,"Searchers, The (1956)",Western
1286,2706,1,974790704,American Pie (1999),Comedy
1286,3508,4,974791282,"Outlaw Josey Wales, The (1976)",Western
1287,2571,5,977735036,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1287,306,5,977734339,Three Colors: Red (1994),Drama
1287,307,5,977734436,Three Colors: Blue (1993),Drama
1288,3362,4,974792981,Dog Day Afternoon (1975),Comedy|Crime|Drama
1288,3347,3,974793419,Never Cry Wolf (1983),Drama
1288,2396,5,974791552,Shakespeare in Love (1998),Comedy|Romance
1289,318,4,974790354,"Shawshank Redemption, The (1994)",Drama
1289,1376,3,974790184,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1289,858,5,974790288,"Godfather, The (1972)",Action|Crime|Drama
1290,2580,5,974790113,Go (1999),Crime
1290,2716,5,974790113,Ghostbusters (1984),Comedy|Horror
1290,1911,4,974789913,Doctor Dolittle (1998),Comedy
1291,175,3,974790296,Kids (1995),Drama
1291,3535,2,977116529,American Psycho (2000),Comedy|Horror|Thriller
1291,2732,5,974792847,Jules and Jim (Jules et Jim) (1961),Drama
1292,1965,4,974788825,Repo Man (1984),Comedy|Sci-Fi
1292,3535,4,974788936,American Psycho (2000),Comedy|Horror|Thriller
1292,3515,4,974789222,Me Myself I (2000),Comedy
1293,1923,4,974789842,There's Something About Mary (1998),Comedy
1293,2700,4,974789819,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1293,2395,3,974789938,Rushmore (1998),Comedy
1294,3361,5,974874472,Bull Durham (1988),Comedy
1294,3516,4,974875014,"Bell, Book and Candle (1958)",Comedy|Romance
1294,156,5,974875307,Blue in the Face (1995),Comedy
1295,3554,3,974788869,Love and Basketball (2000),Drama|Romance
1295,3364,3,974788470,"Asphalt Jungle, The (1950)",Crime|Film-Noir
1295,2712,3,974788299,Eyes Wide Shut (1999),Drama
1296,1923,4,974787984,There's Something About Mary (1998),Comedy
1296,2706,5,974788276,American Pie (1999),Comedy
1296,3360,4,974786905,Hoosiers (1986),Drama
1297,150,4,974788881,Apollo 13 (1995),Drama
1297,153,1,974792927,Batman Forever (1995),Action|Adventure|Comedy|Crime
1297,156,3,974791767,Blue in the Face (1995),Comedy
1298,2701,4,974787548,Wild Wild West (1999),Action|Sci-Fi|Western
1298,144,3,974791850,"Brothers McMullen, The (1995)",Comedy
1298,146,4,974788252,"Amazing Panda Adventure, The (1995)",Adventure|Children's
1299,2713,1,974787995,Lake Placid (1999),Horror|Thriller
1299,2710,1,974787606,"Blair Witch Project, The (1999)",Horror
1299,1769,3,974786155,"Replacement Killers, The (1998)",Action|Thriller
1300,2714,4,974789617,"Wood, The (1999)",Drama
1300,2572,4,974788807,10 Things I Hate About You (1999),Comedy|Romance
1300,2710,5,974788925,"Blair Witch Project, The (1999)",Horror
1301,2712,1,1038278595,Eyes Wide Shut (1999),Drama
1301,3512,3,974787884,Return to Me (2000),Drama|Romance
1301,3510,4,974791532,Frequency (2000),Drama|Thriller
1302,2571,5,974787408,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1302,1754,5,974997338,Fallen (1998),Action|Mystery|Thriller
1302,1748,4,993337996,Dark City (1998),Film-Noir|Sci-Fi|Thriller
1303,3508,4,974836032,"Outlaw Josey Wales, The (1976)",Western
1303,1760,1,1042298782,Spice World (1997),Comedy|Musical
1303,3361,2,974788593,Bull Durham (1988),Comedy
1304,3702,3,974786031,Mad Max (1979),Action|Sci-Fi
1304,1912,3,974785569,Out of Sight (1998),Action|Crime|Romance
1304,1954,4,974785753,Rocky (1976),Action|Drama
1305,3182,4,974785011,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary
1305,3363,5,974784552,American Graffiti (1973),Comedy|Drama
1305,162,4,974784552,Crumb (1994),Documentary
1306,150,5,1027056186,Apollo 13 (1995),Drama
1306,2571,5,975267217,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1306,2717,4,1014534769,Ghostbusters II (1989),Comedy|Horror
1307,1240,5,974784822,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1307,110,4,974784184,Braveheart (1995),Action|Drama|War
1307,2028,5,974784822,Saving Private Ryan (1998),Action|Drama|War
1308,1747,2,974785140,Wag the Dog (1997),Comedy|Drama
1308,2762,4,974784473,"Sixth Sense, The (1999)",Thriller
1308,1954,3,974783286,Rocky (1976),Action|Drama
1309,3327,5,974782884,Beyond the Mat (2000),Documentary
1309,1584,3,974782300,Contact (1997),Drama|Sci-Fi
1309,3354,1,974782947,Mission to Mars (2000),Sci-Fi
1310,3111,4,974782001,Places in the Heart (1984),Drama
1310,1097,4,974781534,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1310,1090,2,974781839,Platoon (1986),Drama|War
1311,1909,5,974785175,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1311,2571,4,974784481,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1311,153,2,974782976,Batman Forever (1995),Action|Adventure|Comedy|Crime
1312,2393,2,974782366,Star Trek: Insurrection (1998),Action|Sci-Fi
1312,2531,3,974782613,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1312,2532,3,974782159,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
1313,2571,5,974780109,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1313,3176,1,974779803,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1313,3178,4,974780127,"Hurricane, The (1999)",Drama
1314,2706,2,975532281,American Pie (1999),Comedy
1314,2701,3,974785121,Wild Wild West (1999),Action|Sci-Fi|Western
1314,2700,1,974785368,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1315,3538,5,974779266,East is East (1999),Comedy
1315,3160,4,975169973,Magnolia (1999),Drama
1315,2716,3,974780356,Ghostbusters (1984),Comedy|Horror
1316,2706,2,974778939,American Pie (1999),Comedy
1316,3543,4,974779072,Diner (1982),Comedy|Drama
1316,2713,2,974779193,Lake Placid (1999),Horror|Thriller
1317,1909,4,974780048,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1317,2567,3,974784120,EDtv (1999),Comedy
1317,1762,3,1011746837,Deep Rising (1998),Action|Horror|Sci-Fi
1318,3160,3,974779424,Magnolia (1999),Drama
1318,3513,4,974779424,Rules of Engagement (2000),Drama|Thriller
1318,3555,4,974779424,U-571 (2000),Action|Thriller
1319,3515,4,974778878,Me Myself I (2000),Comedy
1319,1777,5,974779457,"Wedding Singer, The (1998)",Comedy|Romance
1319,2724,5,974779478,Runaway Bride (1999),Comedy|Romance
1320,1047,3,974778524,"Long Kiss Goodnight, The (1996)",Action|Thriller
1320,21,4,974777795,Get Shorty (1995),Action|Comedy|Drama
1320,349,3,974778524,Clear and Present Danger (1994),Action|Adventure|Thriller
1321,1721,5,974779101,Titanic (1997),Drama|Romance
1321,2391,4,974779123,"Simple Plan, A (1998)",Crime|Thriller
1321,3342,2,974778231,Birdy (1984),Drama|War
1322,3366,4,974781940,Where Eagles Dare (1969),Action|Adventure|War
1322,2565,4,974779852,"King and I, The (1956)",Musical
1322,3363,5,974777355,American Graffiti (1973),Comedy|Drama
1323,1381,2,974777619,Grease 2 (1982),Comedy|Musical|Romance
1323,2186,5,974860264,Strangers on a Train (1951),Film-Noir|Thriller
1323,858,5,974777834,"Godfather, The (1972)",Action|Crime|Drama
1324,3703,4,974778910,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
1324,3386,3,974778956,JFK (1991),Drama|Mystery
1324,318,5,974778285,"Shawshank Redemption, The (1994)",Drama
1325,2716,4,974778325,Ghostbusters (1984),Comedy|Horror
1325,1912,3,974776994,Out of Sight (1998),Action|Crime|Romance
1325,3510,4,974778893,Frequency (2000),Drama|Thriller
1326,1704,5,974777017,Good Will Hunting (1997),Drama
1326,2571,5,974777124,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1326,896,3,974777066,Wild Reeds (1994),Drama
1327,1772,4,989689781,Blues Brothers 2000 (1998),Action|Comedy|Musical
1327,157,4,974777805,Canadian Bacon (1994),Comedy|War
1327,151,2,974777396,Rob Roy (1995),Drama|Romance|War
1328,349,4,974995159,Clear and Present Danger (1994),Action|Adventure|Thriller
1328,2530,2,974995528,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1328,2533,1,974995528,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1329,2395,3,976832357,Rushmore (1998),Comedy
1329,2396,4,976832218,Shakespeare in Love (1998),Comedy|Romance
1329,1597,2,976913964,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
1330,2706,4,974777214,American Pie (1999),Comedy
1330,1304,5,974777311,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1330,1185,5,974777103,My Left Foot (1989),Drama
1331,1929,4,974953239,Grand Hotel (1932),Drama
1331,1939,4,974953239,"Best Years of Our Lives, The (1946)",Drama|War
1331,318,4,974953285,"Shawshank Redemption, The (1994)",Drama
1332,3114,5,974776185,Toy Story 2 (1999),Animation|Children's|Comedy
1332,2322,1,974775774,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
1332,2396,5,974776044,Shakespeare in Love (1998),Comedy|Romance
1333,303,3,974777621,"Quick and the Dead, The (1995)",Action|Adventure|Western
1333,160,1,974851140,Congo (1995),Action|Adventure|Mystery|Sci-Fi
1333,162,5,974850875,Crumb (1994),Documentary
1334,318,5,974777515,"Shawshank Redemption, The (1994)",Drama
1334,3384,4,974776414,"Taking of Pelham One Two Three, The (1974)",Action
1334,2580,4,974775971,Go (1999),Crime
1335,3359,3,974818591,Breaking Away (1979),Drama
1335,3362,3,974776085,Dog Day Afternoon (1975),Comedy|Crime|Drama
1335,3361,2,974817716,Bull Durham (1988),Comedy
1336,1917,3,974775307,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1336,162,4,974946280,Crumb (1994),Documentary
1336,2761,5,974946280,"Iron Giant, The (1999)",Animation|Children's
1337,1015,4,974776967,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1337,1023,3,974776578,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1337,1022,5,974776412,Cinderella (1950),Animation|Children's|Musical
1338,1923,5,974779889,There's Something About Mary (1998),Comedy
1338,318,5,974777157,"Shawshank Redemption, The (1994)",Drama
1338,3536,4,978407008,Keeping the Faith (2000),Comedy|Romance
1339,1777,1,974780098,"Wedding Singer, The (1998)",Comedy|Romance
1339,1772,1,974870601,Blues Brothers 2000 (1998),Action|Comedy|Musical
1339,1917,1,974870552,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
1340,3360,3,974785517,Hoosiers (1986),Drama
1340,3362,4,974784447,Dog Day Afternoon (1975),Comedy|Crime|Drama
1340,2706,3,975128833,American Pie (1999),Comedy
1341,891,3,974774325,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
1341,2560,1,974774365,Ravenous (1999),Drama|Horror
1341,2548,1,974774591,"Rage: Carrie 2, The (1999)",Horror
1342,1968,4,974773575,"Breakfast Club, The (1985)",Comedy|Drama
1342,2719,2,974774357,"Haunting, The (1999)",Horror|Thriller
1342,1771,2,974774192,Night Flier (1997),Horror
1343,125,5,975367799,Flirting With Disaster (1996),Comedy
1343,3371,5,975196457,Bound for Glory (1976),Drama
1343,2710,3,975194947,"Blair Witch Project, The (1999)",Horror
1344,3702,3,974774461,Mad Max (1979),Action|Sci-Fi
1344,1247,4,974774223,"Graduate, The (1967)",Drama|Romance
1344,1029,3,974773713,Dumbo (1941),Animation|Children's|Musical
1345,2700,1,974777489,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1345,144,4,974774968,"Brothers McMullen, The (1995)",Comedy
1345,141,5,974773996,"Birdcage, The (1996)",Comedy
1346,2747,3,974921399,"Little Shop of Horrors, The (1960)",Comedy|Horror
1346,2752,3,974772747,Outrageous Fortune (1987),Comedy|Mystery
1346,3706,3,974772560,Angel Heart (1987),Film-Noir|Mystery|Thriller
1347,2571,4,982998120,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1347,150,4,982998354,Apollo 13 (1995),Drama
1347,3510,4,974777047,Frequency (2000),Drama|Thriller
1348,1012,4,1029730184,Old Yeller (1957),Children's|Drama
1348,1592,2,974772844,Air Bud (1997),Children's|Comedy
1348,2396,3,974773768,Shakespeare in Love (1998),Comedy|Romance
1349,1953,5,974772368,"French Connection, The (1971)",Action|Crime|Drama|Thriller
1349,2944,4,974772418,"Dirty Dozen, The (1967)",Action|War
1349,3702,5,974772531,Mad Max (1979),Action|Sci-Fi
1350,2384,5,974774419,Babe: Pig in the City (1998),Children's|Comedy
1350,1584,4,974772923,Contact (1997),Drama|Sci-Fi
1350,2533,3,974774119,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1351,2571,3,974772179,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1351,2014,4,974772265,Freaky Friday (1977),Children's|Comedy
1351,50,5,974772117,"Usual Suspects, The (1995)",Crime|Thriller
1352,1741,3,1002586646,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama
1352,2544,3,1014503312,"School of Flesh, The (L' École de la chair) (1998)",Drama
1352,3503,4,1014502996,Solaris (Solyaris) (1972),Drama|Sci-Fi
1353,313,1,974771823,"Swan Princess, The (1994)",Animation|Children's
1353,1907,4,974771748,Mulan (1998),Animation|Children's
1353,2700,4,974771685,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1354,2541,3,978299105,Cruel Intentions (1999),Drama
1354,2558,4,975456280,Forces of Nature (1999),Comedy|Romance
1354,2542,3,974773965,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1355,2712,1,994224519,Eyes Wide Shut (1999),Drama
1355,3510,4,994225026,Frequency (2000),Drama|Thriller
1355,2396,4,1027889299,Shakespeare in Love (1998),Comedy|Romance
1356,122,1,974771728,Boomerang (1992),Comedy|Romance
1356,2395,3,974771290,Rushmore (1998),Comedy
1356,1739,1,974785175,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
1357,2713,3,974771287,Lake Placid (1999),Horror|Thriller
1357,2716,4,974770492,Ghostbusters (1984),Comedy|Horror
1357,2717,2,974771598,Ghostbusters II (1989),Comedy|Horror
1358,2393,2,974770482,Star Trek: Insurrection (1998),Action|Sci-Fi
1358,153,3,974772127,Batman Forever (1995),Action|Adventure|Comedy|Crime
1358,1909,4,974770016,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
1359,11,3,974769428,"American President, The (1995)",Comedy|Drama|Romance
1359,2581,4,974771543,Never Been Kissed (1999),Comedy|Romance
1359,1907,5,974770318,Mulan (1998),Animation|Children's
1360,2394,5,974770298,"Prince of Egypt, The (1998)",Animation|Musical
1360,2395,3,974770379,Rushmore (1998),Comedy
1360,2700,4,974770449,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1361,2395,4,974771170,Rushmore (1998),Comedy
1361,2747,5,974771527,"Little Shop of Horrors, The (1960)",Comedy|Horror
1361,110,4,974769173,Braveheart (1995),Action|Drama|War
1362,3535,4,974769768,American Psycho (2000),Comedy|Horror|Thriller
1362,3534,3,974769768,28 Days (2000),Comedy
1362,172,2,975206158,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
1363,3861,4,974769412,"Replacements, The (2000)",Comedy
1363,549,5,974769761,Thirty-Two Short Films About Glenn Gould (1993),Documentary
1363,77,4,974769761,Nico Icon (1995),Documentary
1364,2716,4,974769212,Ghostbusters (1984),Comedy|Horror
1364,152,2,974768870,"Addiction, The (1995)",Horror
1364,3504,4,974769421,Network (1976),Comedy|Drama
1365,1962,5,974769067,Driving Miss Daisy (1989),Drama
1365,2926,3,974769091,Hairspray (1988),Comedy|Drama
1365,368,3,975102454,Maverick (1994),Action|Comedy|Western
1366,2712,5,974769159,Eyes Wide Shut (1999),Drama
1366,2713,2,974769294,Lake Placid (1999),Horror|Thriller
1366,1911,2,974769117,Doctor Dolittle (1998),Comedy
1367,3508,5,974772922,"Outlaw Josey Wales, The (1976)",Western
1367,3361,4,974769678,Bull Durham (1988),Comedy
1367,2700,3,974769734,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1368,1947,5,974768661,West Side Story (1961),Musical|Romance
1368,1394,5,974768929,Raising Arizona (1987),Comedy
1368,898,5,974768661,"Philadelphia Story, The (1940)",Comedy|Romance
1369,1748,4,974768937,Dark City (1998),Film-Noir|Sci-Fi|Thriller
